,google-bert_bert-large-uncased-whole-word-masking-finetuned-squad.csv,deepset_bert-large-uncased-whole-word-masking-squad2.csv,google-bert_bert-large-cased-whole-word-masking-finetuned-squad.csv,csarron_bert-base-uncased-squad-v1.csv,phiyodr_bert-large-finetuned-squad2.csv,deepset_bert-base-cased-squad2.csv,deepset_bert-base-uncased-squad2.csv,deutsche-telekom_bert-multi-english-german-squad2.csv,mrm8488_bert-tiny-finetuned-squadv2.csv,mrm8488_bert-tiny-5-finetuned-squadv2.csv,deepset_bert-medium-squad2-distilled.csv,ashaduzzaman_bert-finetuned-squad.csv,mrm8488_bert-small-finetuned-squadv2.csv,mrm8488_bert-medium-finetuned-squadv2.csv,madlag_bert-base-uncased-squad1.1-block-sparse-0.07-v1.csv,phiyodr_bert-base-finetuned-squad2.csv,batterydata_bert-base-uncased-squad-v1.csv,harshil10_bert_small.csv,Intel_bert-large-uncased-squadv1.1-sparse-90-unstructured.csv,batterydata_bert-base-cased-squad-v1.csv,Intel_bert-base-uncased-squadv1.1-sparse-80-1x4-block-pruneofa.csv,madlag_bert-large-uncased-wwm-squadv2-x2.15-f83.2-d25-hybrid-v1.csv,mrm8488_bert-mini-finetuned-squadv2.csv,IProject-10_bert-base-uncased-finetuned-squad2.csv,Intel_bert-large-uncased-squadv1.1-sparse-80-1x4-block-pruneofa.csv,nikotang_bert-large-cuad.csv,madlag_bert-large-uncased-wwm-squadv2-x2.63-f82.6-d16-hybrid-v1.csv,mirbostani_bert-base-uncased-finetuned-newsqa.csv,rubentito_bert-large-mpdocvqa.csv,DunnBC22_bert-base-uncased-e_CARE.csv,JAlexis_Bertv1_fine.csv,madlag_bert-base-uncased-squadv1-x2.01-f89.2-d30-hybrid-rewind-opt-v1.csv,madlag_bert-base-uncased-squad1.1-block-sparse-0.13-v1.csv,madlag_bert-base-uncased-squad1.1-block-sparse-0.20-v1.csv,z-uo_bert-qasper.csv,madlag_bert-base-uncased-squadv1-x1.96-f88.3-d27-hybrid-filled-opt-v1.csv,madlag_bert-base-uncased-squadv1-x1.84-f88.7-d36-hybrid-filled-v1.csv,madlag_bert-base-uncased-squadv1-x1.16-f88.1-d8-unstruct-v1.csv,VMware_bert-tiny-mrqa.csv,lauraparra28_bert-base-cased-finetuned-squad-bs_16.csv,madlag_bert-base-uncased-squadv1-x2.32-f86.6-d15-hybrid-v1.csv,madlag_bert-base-uncased-squad1.1-block-sparse-0.32-v1.csv,JAlexis_bert_v2.csv,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-conll2003-with-neg-with-repeat.csv,madlag_bert-base-uncased-squadv1-x2.44-f87.7-d26-hybrid-filled-v1.csv,DunnBC22_bert-base-uncased-Vitamin_C_Fact_Verification.csv,DunnBC22_bert-base-uncased-QnA-MLQA_Dataset.csv,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pwhatisthe-conll2003-with-neg-with-repeat.csv,madlag_bert-base-uncased-squad-v1-sparse0.25.csv,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-mit-movie-with-neg-with-repeat.csv,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-mit-restaurant-with-neg-with-repeat.csv,neuralmagic_bert-large-uncased-finetuned-squadv1.csv,Adel-Elwan_msmarco-bert-base-dot-v5-fine-tuned-AI.csv,VMware_minilmv2-l6-h768-from-bert-large-mrqa.csv,mirbostani_bert-base-uncased-finetuned-triviaqa.csv,VMware_bert-base-mrqa.csv,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pistherea-conll2003-with-neg-with-repeat.csv,VMware_bert-large-mrqa.csv,DunnBC22_bert-base-uncased-Q_and_A-Answer_Prediction_Dataset.csv,rein5_bert-base-uncased-finetuned-spoken-squad.csv,DracolIA_BERT-Context-based-QA.csv,VMware_minilmv2-l6-h384-from-bert-large-mrqa.csv,JAlexis_bert003.csv,zelcakok_bert-base-squad2-uncased.csv,VenkatManda_bert-tiny-squadV2.csv,Francesco-A_bert-finetuned-squad-v1.csv,philsupertramp_bert-finetuned-squad-test.csv,DunnBC22_bert-base-uncased-Figurative_Language.csv,Eladio_bert-base-cased-squad2-finetuned-emrqa-msquad.csv,96harsh56_bert_test1.csv,96harsh56_bert_test2.csv,johnjose223_bert-finetuned-squad.csv,Sarmila_pubmed-bert-squad-covidqa.csv
google-bert_bert-large-uncased-whole-word-masking-finetuned-squad.csv,1.0,0.2653397317738666,0.37455632133159655,0.18417621293001096,0.14536674809600256,0.4399682824131474,0.07054176189335587,0.270265585480015,0.227510646548742,0.2526293222182067,0.15779032743186225,0.420484456419326,0.29578559265701343,0.07988330196418204,0.34887901628814416,0.09781970296669555,0.24745041473940274,0.10660391547478422,0.24751461136440445,0.27384667342186597,0.15696061125023997,0.04819572167888628,0.4315517554324527,0.06691796244866428,0.3633976269155821,0.07397306356245514,0.06710876008022044,0.0447172574069387,0.3700327524515527,0.04426640251085207,0.22291780018354732,0.12567273624804193,0.36928618782773615,0.26122784376073693,0.15326875180368285,0.10506195335223834,0.06820085688490818,0.10691446831735564,0.30851426914160596,0.2536319285800825,0.08661646042544381,0.21944825802833212,0.43007537845225297,0.04295114219237226,0.07137697272284407,0.1115298886698868,0.25051085946127577,0.04054158775296586,0.4093417647645883,0.12545812608773207,0.05669565276356799,0.1282207249043728,0.28700626169527055,0.2519223988466749,0.13258934143264045,0.19577217303799666,0.071286213617738,0.18575463564637962,0.27746081791712063,0.26423807303450203,0.39201960849642487,0.10269349234682645,0.35136494274498337,0.23178174309857186,0.35424567279610375,0.21831002353690976,0.35781183485460033,0.09361376927146894,0.223947193898354,0.44058198186321124,0.43702314248749224,0.08167570293855667,0.39515561101286206
deepset_bert-large-uncased-whole-word-masking-squad2.csv,0.2653397317738666,1.0,0.1980235268783518,0.04532693829681163,0.1432523881605822,0.13196892213589803,0.07530424685207018,0.15013228091232378,0.15067757148510336,0.16887946286430192,0.10039299790334687,0.2888448756362639,0.2553766980477455,0.08537025094189497,0.19327092010492655,0.1289878026927356,0.11439370421272713,0.136422937404388,0.18776495395792409,0.18625895836117423,0.16751866901841894,0.1232661273557718,0.2866988329594773,0.1588253873280924,0.19051137691344872,0.07454412024910868,0.04625459995616558,0.0395870668340919,0.15878604602641308,0.03866200235285025,0.11259525052487093,0.04410358156476012,0.29278346723370946,0.1313975112961812,0.11889927901679373,0.08972703546518968,0.02196110189796643,0.023849133086927723,0.18054092282352077,0.09744790098398588,0.03570593894422842,0.1163924504770476,0.11591200186977736,0.029559832874428812,0.06586537329761304,0.15240944339311552,0.10294736089272181,0.050313267794307996,0.12875515360567452,0.10645170628509633,0.08005973863521898,0.052229972006219275,0.2355803471378185,0.12355873670718022,0.055115315233778925,0.1395672444057432,0.08759706057149912,0.14937068126532674,0.15479514335374384,0.13743994657966244,0.28755061812150323,0.07734241550206654,0.16203164333163653,0.09898449431006055,0.07908976600275508,0.08941930321646772,0.18583523334573607,0.06146508994392141,0.0968250338699931,0.23403751807240095,0.23426011374444233,0.038388578625748605,0.16760909532560242
google-bert_bert-large-cased-whole-word-masking-finetuned-squad.csv,0.37455632133159655,0.1980235268783518,1.0,0.14820618737618427,0.049503249604590155,0.37144514751601143,0.08189959050551146,0.18557407576541482,0.20846764536544227,0.17264921244762335,0.060272940496876204,0.3101317580510295,0.31011901884442994,0.059596498843951864,0.2069345436384833,0.09669099765143294,0.2021029939145034,0.03026806393657017,0.23951149701954946,0.18253601432509747,0.13537444622515007,0.064391280213314,0.28088545721896246,0.03252883422811929,0.36073935494845843,0.054153103550340524,0.041289090230692854,0.14246337240457907,0.30780166476196225,0.02305828498705535,0.2172749600334545,0.06205419078588639,0.39299151966050433,0.2793118124468121,0.15268579197440288,0.08611811336688849,0.03685090353330207,0.030010381978235554,0.26498094066594,0.17146277105600927,0.046293578494447006,0.15837145907759326,0.15585003782785253,0.0544458710093195,0.04887890904294607,0.10285335455407436,0.1746063868748134,0.0808040273190558,0.3115237383427257,0.07157080627595157,0.04865823640589663,0.0850641590135575,0.23639772289253283,0.1864885802921733,0.16919613071972314,0.12840801782671651,0.0573711696510314,0.133109854337433,0.19064505146994187,0.22825884029637633,0.36100882793949085,0.10721013136344468,0.2947087554302375,0.20453834553174824,0.20850563222454044,0.18623633629342226,0.29993623110036777,0.04349421661991634,0.15719122475954617,0.24279197402105054,0.24006640565571663,0.15144734728857298,0.40531429294960497
csarron_bert-base-uncased-squad-v1.csv,0.18417621293001096,0.04532693829681163,0.14820618737618427,1.0,0.10579651917451416,0.18739089482897114,0.11057913976465458,0.07923127860112449,0.06823989955451129,0.04397134184355525,0.09413124371493599,0.1526054183975168,0.11180009925484788,0.24540556088690926,0.10446262513588069,0.14426619320452447,0.26088454833327057,0.03265759640308618,0.13479334534852222,0.08678164570206272,0.06724190862847883,0.04010462204494745,0.07661889732017631,0.07050052466529261,0.12965306708660332,0.03955878678720894,0.05691741163011255,0.02260890194708917,0.11043119162509521,0.12127587438109325,0.33058316219483247,0.045659965165204174,0.13906920953559365,0.21076091904802488,0.3664198683739434,0.12203196213899424,0.32013083350313204,0.050349258243085,0.2794989769438553,0.1042995213731376,0.06883822691190387,0.1855587512805348,0.1253100425800009,0.004883694954735263,0.16907551361758538,0.03849226803379587,0.787138355540613,0.01444269279531435,0.2138962107368839,0.02633196763501424,0.004070641870568901,0.13578687828353814,0.12267464935687267,0.4388907998660866,0.0781760577986002,0.043148221527593365,0.005553122665266053,0.09546481584417728,0.11901944759682746,0.24972438216659065,0.12726345073258577,0.01462160639243238,0.08428306847785633,0.29704742142609825,0.3894696378808873,0.3628002099838653,0.11432622892014772,0.016920531958499747,0.1743239898390666,0.44587774900474103,0.44557721013093604,0.047250975291312634,0.147615973018593
phiyodr_bert-large-finetuned-squad2.csv,0.14536674809600256,0.1432523881605822,0.049503249604590155,0.10579651917451416,1.0,0.08162686667030428,0.17003259057656908,0.046734411130556784,0.16190117219466996,0.026679734112642284,0.19849100993738583,0.05829811389644764,0.07335006010604914,0.046421363292026716,0.12544688262925457,0.2951753109173505,0.05131734986102358,0.04360767260163414,0.06164046528669275,0.05385504042294627,0.09797446916954036,0.15556652050022285,0.08698479057166428,0.11453100915665719,0.03498900206661344,0.1183444583360398,0.026832228942544792,0.027618911917209384,0.021810605773840575,0.0737994965727074,0.0899163955780101,0.02622160223978613,0.08938142039733504,0.10236637688633037,0.0702324772475654,0.06835985774666085,0.11841541164726511,0.05604061433335159,0.05044608626787971,0.05276262433648854,0.1007033216406228,0.07710153985665714,0.1595338292069928,0.043756485622287025,0.08309848358054957,0.034764773452407506,0.1325696775886963,0.04012686345441141,0.08512039805820201,0.06580328528328988,0.04378345869196369,0.3619333434989678,0.13401946247712698,0.03692851706877198,0.024697557414162283,0.030438893141493756,0.014161464123216002,0.0585123894438002,0.07334321462927855,0.06218355389600218,0.06810732958207251,0.008679465170927625,0.058299629854320065,0.07183386350940221,0.12211228747989686,0.30515245072506497,0.06680454610843357,0.0311440578012582,0.16905744166979433,0.14094448487585337,0.14159534875095392,0.02130320755131509,0.05585415042593379
deepset_bert-base-cased-squad2.csv,0.4399682824131474,0.13196892213589803,0.37144514751601143,0.18739089482897114,0.08162686667030428,1.0,0.10656764498786866,0.18798028588929905,0.33680370150844197,0.3790457356180696,0.1788520976104676,0.46423063901796463,0.45581061156883945,0.12735304667094824,0.2634690979826168,0.1107666666635636,0.13292932638062946,0.05867704248116195,0.2782083325036698,0.47748119594738503,0.19992048079850935,0.07263777418645358,0.1664650003688224,0.09683171530670552,0.36750845089558676,0.049937996805706014,0.03842671300899098,0.03796986792277277,0.261000877455854,0.06491082122939575,0.15572731961706768,0.050281974710926644,0.3931811009899487,0.28503414094435875,0.10786957697535123,0.09121937512031073,0.06235066915702036,0.06985152413091775,0.3397738864199011,0.37519117002564534,0.11502798943013216,0.26130303361265367,0.3270454570217661,0.052998979171302446,0.08882200963819414,0.055740122711514115,0.20194839756271438,0.057370326775689776,0.5218159313027989,0.13980806504489302,0.04602096805127992,0.051143061507281685,0.18089238832405027,0.20532916916643537,0.06396964003033392,0.10383445790458211,0.17029925866069287,0.16225232639721593,0.10564789714513434,0.2404613148799289,0.43542857531985407,0.12654073727610354,0.34979069797841156,0.24655743366870594,0.4935383056283146,0.2361682226813428,0.6228145923738492,0.031922621146008696,0.16050289433345602,0.4551190035786053,0.4510205993214586,0.07801687478207255,0.6331998326954739
deepset_bert-base-uncased-squad2.csv,0.07054176189335587,0.07530424685207018,0.08189959050551146,0.11057913976465458,0.17003259057656908,0.10656764498786866,1.0,0.08991716469248681,0.09722472077819168,0.09331095249722636,0.1596397879191218,0.06025727914022838,0.10913953681661007,0.15637653867255455,0.10551025528630564,0.3710438715687792,0.03788624440569883,0.014747309837342027,0.07101804518548255,0.07609318328547982,0.058488157595533934,0.12585845696923115,0.0745615610470329,0.3915989614083749,0.09652147208799818,0.11092521883026793,0.06813824518547726,0.016717993373488955,0.08969943265043714,0.010632351016069012,0.05256431265833165,0.03278631801145154,0.11508390943442659,0.1919156149159681,0.09750562730733411,0.102213262129926,0.1795080291249165,0.04099724843046292,0.07138578316668909,0.04473239636858114,0.12170360287206747,0.14908331258522511,0.08652888529880749,0.007973618458970645,0.10730770994904433,0.04949465069569026,0.06059018400720291,0.022584519293062363,0.12704422259217718,0.05121675538024651,0.008230847865455398,0.06064277702975581,0.11079877579315182,0.05986696344973969,0.034412477683380675,0.07506522039884274,0.005344926846687423,0.05534931919084297,0.01979500573621394,0.06639167546724282,0.08449985283489388,0.042009866970204764,0.04471033920591794,0.16261997710329656,0.10349565957263096,0.11525478009477505,0.1002303019684602,0.015496969213930997,0.18478867480161518,0.0904985084596752,0.08972683856112308,0.05525882940693606,0.060422005791670556
deutsche-telekom_bert-multi-english-german-squad2.csv,0.270265585480015,0.15013228091232378,0.18557407576541482,0.07923127860112449,0.046734411130556784,0.18798028588929905,0.08991716469248681,1.0,0.21087647396675416,0.10040589554524812,0.1802221820537246,0.1500247452594165,0.18101338717224,0.05992822028366788,0.14320382724485348,0.0636993247975989,0.06934729756168764,0.0768348126562096,0.07054182224569112,0.11497204517822898,0.10133555018017187,0.0515981120727364,0.10709197371093011,0.07112668932122591,0.2535984208201913,0.05047634377481934,0.06619635300127409,0.07107346976233292,0.2307239257914338,0.0551262407446456,0.09355739067493336,0.031461950437978184,0.19862108934890177,0.1382747300223132,0.04902144918955963,0.07521144185014912,0.0531371532606704,0.0518825027324167,0.12460239808212613,0.13048854254840112,0.04758218219290819,0.10707056525140664,0.12645559365373277,0.05419369623988157,0.036569860558323196,0.08043965533641016,0.07898244991475459,0.051277726843636545,0.2537642285882295,0.07300638508092877,0.030429303119343283,0.06724998010332875,0.2058606465577752,0.1182871283910071,0.04428889091896338,0.060542863236105304,0.046776201895231004,0.20595071508310517,0.04327633246516275,0.0953499077489553,0.14164603110480048,0.11235631447618,0.17716694408432077,0.208722032627465,0.13306216506768684,0.17341489408612243,0.12998046483584702,0.03898851868798675,0.08672567799954539,0.16309353177150993,0.16185102320480696,0.03068580029326078,0.2161406722021423
mrm8488_bert-tiny-finetuned-squadv2.csv,0.227510646548742,0.15067757148510336,0.20846764536544227,0.06823989955451129,0.16190117219466996,0.33680370150844197,0.09722472077819168,0.21087647396675416,1.0,0.09724319091141655,0.17704189238828866,0.26995859725733035,0.2827398958685321,0.18013933045027522,0.23731927740403663,0.11999942975572017,0.08620991536674921,0.11482473915595838,0.19816986144727555,0.27613105390308745,0.2010351768267494,0.15606032284921786,0.16954288970105763,0.1521725233363864,0.1812257325651735,0.04969901466333463,0.035267984993175606,0.14166163149344893,0.10073357442012845,0.07258917469436058,0.08197778516987929,0.05688112587606525,0.30687310167113563,0.21497764369373054,0.05485655355692993,0.16089429420611145,0.08398480186864521,0.01576094936435701,0.28522484160880457,0.3030041894674773,0.15391936410617393,0.21861621889062152,0.17544842821117335,0.09993852657819478,0.1510078772324181,0.08996021735387692,0.11993766391412806,0.11259286403385634,0.31044397901798687,0.12695269828071823,0.031131385217971423,0.06532938479009535,0.22427680849699458,0.10622430830235638,0.08404012995614352,0.048849676324137635,0.07743051874196222,0.19861922343945507,0.08683505639331825,0.18747093827649913,0.2613029970749129,0.08748924220252761,0.2602612083295744,0.2187772824853516,0.36771758891169587,0.1674999598107161,0.27076648587164437,0.033505835209351555,0.12030544406055618,0.28466900525596045,0.2829265613125658,0.07810222926888345,0.2605211524093662
mrm8488_bert-tiny-5-finetuned-squadv2.csv,0.2526293222182067,0.16887946286430192,0.17264921244762335,0.04397134184355525,0.026679734112642284,0.3790457356180696,0.09331095249722636,0.10040589554524812,0.09724319091141655,1.0,0.048601184272274514,0.32849055215730805,0.3533169052849982,0.042934043213982545,0.2930732818920682,0.0697640787125055,0.10609003994627664,0.03390116562185913,0.07565273544870102,0.3088199433805015,0.1152663042741355,0.03640563090941043,0.1776520131748835,0.06898118398746564,0.19633393087962733,0.0420539386373243,0.017044706631865345,0.010892232866587127,0.09455746529473202,0.009420131475327298,0.0589688371984093,0.1148264458908236,0.2917655509539421,0.18243880460312706,0.10432621882582734,0.1034041301726438,0.051662231684523725,0.015593377442214573,0.3691338622103719,0.20138325329277598,0.041222599878602946,0.23375306516641223,0.1425011474850141,0.023180026175730173,0.06958787875471542,0.043761246532691186,0.05637369871591086,0.011106618253330687,0.24472012532172394,0.11229555328977876,0.05520935369084403,0.019783023258148486,0.09167754065483952,0.06475501071821854,0.024866542635558764,0.12830472631546527,0.11446284653702185,0.08868414714297243,0.058068980055769465,0.17982573716320818,0.37930308870838053,0.02243898353302922,0.16126546512798032,0.06375058128964067,0.33384600712230966,0.04036428984182312,0.5551238300245842,0.025827178494944973,0.03631966154514471,0.2534218180634505,0.25305330358047584,0.04707079049247267,0.568322019038116
